"zip","city","county","population"
"14486","Linwood","Genesee","462"
"12412","Boiceville","Ulster","460"
"13687","South Colton","St. Lawrence","458"
"11965","Shelter Island Heights","Suffolk","456"
"13313","Bridgewater","Oneida","451"
"12045","Coeymans","Albany","449"
"12945","Lake Clear","Franklin","449"
"12017","Austerlitz","Columbia","445"
"12416","Chichester","Ulster","439"
"13672","Parishville","St. Lawrence","439"
"12420","Cragsmoor","Ulster","436"
"13777","Glen Aubrey","Broome","433"
"13756","East Branch","Delaware","431"
"12513","Claverack","Columbia","431"
"12085","Guilderland Center","Albany","430"
"11947","Jamesport","Suffolk","423"
"12936","Essex","Essex","420"
"10933","Johnson","Orange","417"
"13693","Three Mile Bay","Jefferson","408"
"12480","Shandaken","Ulster","407"
"12164","Speculator","Hamilton","402"
"13638","Felts Mills","Jefferson","401"
"12847","Long Lake","Hamilton","400"
"14511","Mumford","Monroe","399"
"14717","Caneadea","Allegany","394"
"12749","Kauneonga Lake","Sullivan","393"
"12743","Highland Lake","Sullivan","391"
"11970","South Jamesport","Suffolk","391"
"12517","Copake Falls","Columbia","391"
"10914","Blooming Grove","Orange","391"
"12448","Lake Hill","Ulster","387"
"12471","Rifton","Ulster","384"
"13659","Lorraine","Jefferson","382"
"12439","Hensonville","Greene","380"
"12454","Maplecrest","Greene","380"
"13861","West Oneonta","Otsego","379"
"12475","Ruby","Ulster","373"
"12176","Surprise","Greene","373"
"12410","Big Indian","Ulster","366"
"12955","Lyon Mountain","Clinton","366"
"13136","Pitcher","Chenango","360"
"13614","Brier Hill","St. Lawrence","355"
"12108","Lake Pleasant","Hamilton","354"
"12169","Stephentown","Rensselaer","353"
"11956","New Suffolk","Suffolk","353"
"12851","Minerva","Essex","353"
"12132","North Chatham","Columbia","352"
"13410","Nelliston","Montgomery","350"
"12411","Bloomington","Ulster","349"
"13664","Morristown","St. Lawrence","348"
"13435","Prospect","Oneida","347"
"12969","Owls Head","Franklin","347"
"12453","Malden On Hudson","Ulster","345"
"14061","Farnham","Erie","345"
"12852","Newcomb","Essex","344"
"12460","Oak Hill","Greene","340"
"14752","Lily Dale","Chautauqua","339"
"12786","White Lake","Sullivan","336"
"13804","Masonville","Delaware","332"
"13312","Brantingham","Lewis","332"
"13678","Raymondville","St. Lawrence","330"
"13437","Redfield","Oswego","326"
"12738","Glen Wild","Sullivan","322"
"12071","Fultonham","Schoharie","319"
"13483","Westdale","Oneida","317"
"12429","Esopus","Ulster","314"
"12943","Keene Valley","Essex","314"
"12998","Witherbee","Essex","313"
"12418","Cornwallville","Greene","313"
"12064","East Worcester","Otsego","307"
"14783","Steamburg","Cattaraugus","306"
"10519","Croton Falls","Westchester","305"
"12952","Lyon Mountain","Clinton","305"
"12849","Middle Granville","Washington","303"
"12465","Pine Hill","Ulster","301"
"14441","Dresden","Yates","301"
"11962","Sagaponack","Suffolk","296"
"12752","Lake Huntington","Sullivan","296"
"12069","Fort Hunter","Montgomery","294"
"12844","Kattskill Bay","Warren","292"
"12856","North River","Warren","291"
"13117","Montezuma","Cayuga","289"
"14475","Ionia","Ontario","287"
"14884","Swain","Allegany","284"
"13834","Portlandville","Otsego","279"
"12787","White Sulphur Springs","Sullivan","278"
"12927","Cranberry Lake","St. Lawrence","276"
"14856","Kanona","Steuben","275"
"12886","Wevertown","Warren","273"
"13640","Wellesley Island","Jefferson","272"
"12422","Durham","Greene","272"
"13418","North Brookfield","Madison","268"
"14874","Pulteney","Steuben","260"
"13113","Meridian","Cayuga","258"
"12978","Redford","Clinton","258"
"14302","Niagara Falls","Niagara","255"
"10535","Jefferson Valley","Westchester","254"
"12452","Lexington","Greene","253"
"12036","Charlotteville","Schoharie","252"
"12767","Obernburg","Sullivan","250"
"13675","Plessis","Jefferson","250"
"13633","De Peyster","St. Lawrence","249"
"12766","North Branch","Sullivan","248"
"12770","Pond Eddy","Sullivan","248"
"13162","Verona Beach","Oneida","248"
"12745","Hortonville","Sullivan","247"
"12724","Callicoon Center","Sullivan","246"
"12195","West Lebanon","Columbia","245"
"12855","North Hudson","Essex","244"
"12512","Chelsea","Dutchess","244"
"14742","Greenhurst","Chautauqua","244"
"13087","Little York","Cortland","243"
"12808","Adirondack","Warren","243"
"12961","Moriah Center","Essex","243"
"12781","Summitville","Sullivan","242"
"12987","Upper Jay","Essex","242"
"13494","Woodgate","Oneida","240"
"13666","Newton Falls","St. Lawrence","240"
"14708","Alma","Allegany","239"
"13115","Minetto","Oswego","238"
"13636","Ellisburg","Jefferson","237"
"12819","Clemons","Washington","236"
"12042","Climax","Greene","233"
"12750","Kenoza Lake","Sullivan","233"
"13314","Brookfield","Madison","232"
"14130","Pike","Wyoming","231"
"12769","Phillipsport","Sullivan","229"
"13342","Garrattsville","Otsego","229"
"12976","Rainbow Lake","Franklin","228"
"14545","Scottsburg","Livingston","227"
"13103","Mallory","Oswego","226"
"13806","Meridale","Delaware","224"
"13364","Leonardsville","Madison","222"
"11430","Jamaica","Queens","220"
"12975","Port Kent","Essex","217"
"13784","Harford","Cortland","215"
"12812","Blue Mountain Lake","Hamilton","214"
"14722","Chautauqua","Chautauqua","214"
"13628","Deferiet","Jefferson","211"
"12507","Barrytown","Dutchess","210"
"12421","Denver","Delaware","207"
"12483","Spring Glen","Ulster","205"
"13305","Beaver Falls","Lewis","204"
"12165","Spencertown","Columbia","200"
"13064","Fair Haven","Oswego","198"
"13301","Alder Creek","Oneida","198"
"13774","Fishs Eddy","Delaware","198"
"13441","Rome","Oneida","197"
"14588","Willard","Seneca","191"
"13674","Pierrepont Manor","Jefferson","191"
"13751","Davenport Center","Delaware","189"
"14736","Findley Lake","Chautauqua","188"
"13134","Peterboro","Madison","187"
"12172","Stottville","Columbia","187"
"12424","East Jewett","Greene","185"
"12161","South Bethlehem","Albany","183"
"12436","Haines Falls","Greene","182"
"14041","Dayton","Cattaraugus","180"
"14732","Ellington","Chautauqua","180"
"12741","Hankins","Sullivan","175"
"12459","New Kingston","Delaware","174"
"12031","Carlisle","Schoharie","174"
"13484","West Eaton","Madison","174"
"12874","Silver Bay","Warren","173"
"13639","Fine","St. Lawrence","172"
"13341","Franklin Springs","Oneida","171"
"11975","Wainscott","Suffolk","170"
"14173","Yorkshire","Cattaraugus","166"
"12493","West Park","Ulster","163"
"14721","Ceres","Allegany","160"
"14537","Port Gibson","Ontario","160"
"13692","Thousand Island Park","Jefferson","155"
"12939","Gabriels","Franklin","155"
"13695","Wanakena","St. Lawrence","152"
"14881","Slaterville Springs","Tompkins","151"
"13345","Greig","Lewis","150"
"10985","Thompson Ridge","Orange","149"
"12841","Huletts Landing","Washington","148"
"12725","Claryville","Sullivan","147"
"13845","Tioga Center","Tioga","147"
"14827","Coopers Plains","Steuben","146"
"12435","Greenfield Park","Ulster","144"
"12139","Piseco","Hamilton","142"
"14479","Knowlesville","Orleans","140"
"12450","Lanesville","Greene","139"
"14774","Richburg","Allegany","137"
"13051","Delphi Falls","Onondaga","135"
"13360","Inlet","Hamilton","134"
"13404","Martinsburg","Lewis","130"
"12407","Ashland","Greene","129"
"13362","Knoxboro","Oneida","129"
"14035","Collins Center","Erie","127"
"12441","Highmount","Ulster","125"
"14415","Bellona","Yates","124"
"12194","West Fulton","Schoharie","122"
"13138","Pompey","Onondaga","121"
"14112","North Evans","Erie","118"
"10545","Maryknoll","Westchester","115"
"13651","Henderson Harbor","Jefferson","112"
"10953","Mountainville","Orange","112"
"12720","Bethel","Sullivan","109"
"12811","Bakers Mills","Warren","108"
"12858","Paradox","Essex","107"
"12792","Yulan","Sullivan","106"
"10503","Ardsley On Hudson","Westchester","106"
"12973","Piercefield","St. Lawrence","104"
"13488","Westford","Otsego","103"
"13124","North Pitcher","Chenango","99"
"13859","Wells Bridge","Otsego","99"
"14134","Sardinia","Erie","99"
"14169","Wales Center","Erie","99"
"12131","North Blenheim","Schoharie","98"
"10279","New York City","New York","96"
"14135","Sheridan","Chautauqua","95"
"12872","Severance","Essex","91"
"10975","Southfields","Orange","91"
"12492","West Kill","Greene","90"
"12736","Fremont Center","Sullivan","90"
"14707","Allentown","Allegany","90"
"13647","Hannawa Falls","St. Lawrence","89"
"12040","Cherry Plain","Rensselaer","87"
"13696","West Stockholm","St. Lawrence","87"
"13450","Roseboom","Otsego","85"
"12495","Willow","Ulster","85"
"11931","Aquebogue","Suffolk","84"
"14542","Rose","Wayne","80"
"13472","Thendara","Herkimer","79"
"10915","Bullville","Orange","79"
"13020","Apulia Station","Onondaga","75"
"13794","Killawog","Broome","75"
"12742","Harris","Sullivan","74"
"13102","Mc Lean","Tompkins","74"
"12964","New Russia","Essex","67"
"14549","Silver Lake","Wyoming","65"
"11770","Ocean Beach","Suffolk","65"
"12933","Ellenburg","Clinton","65"
"13331","Eagle Bay","Herkimer","61"
"12089","Hoosick","Rensselaer","61"
"6390","Fishers Island","Suffolk","61"
"14539","Retsof","Livingston","60"
"12115","Malden Bridge","Columbia","59"
"12924","Keeseville","Clinton","59"
"13847","Trout Creek","Delaware","58"
"14039","Dale","Wyoming","57"
"14585","West Bloomfield","Ontario","50"
"14592","York","Livingston","48"
"12530","Hollowville","Columbia","47"
"10932","Howells","Orange","47"
"13436","Raquette Lake","Hamilton","42"
"11424","Jamaica","Queens","40"
"12490","West Camp","Ulster","39"
"13641","Fishers Landing","Jefferson","38"
"13062","Etna","Tompkins","37"
"11973","Upton","Suffolk","37"
"10979","Sterling Forest","Orange","36"
"12784","Thompsonville","Sullivan","36"
"13333","East Springfield","Otsego","35"
"12922","Childwold","St. Lawrence","32"
"13643","Great Bend","Jefferson","30"
"14168","Versailles","Cattaraugus","29"
"14756","Maple Springs","Chautauqua","28"
"14788","Westons Mills","Cattaraugus","28"
"13415","New Lisbon","Otsego","25"
"13860","West Davenport","Delaware","22"
"12722","Burlingham","Sullivan","21"
"13353","Hoffmeister","Hamilton","17"
"14854","Jacksonville","Tompkins","14"
"12864","Sabael","Hamilton","13"
"13475","Van Hornesville","Herkimer","13"
"13623","Chippewa Bay","St. Lawrence","13"
"14529","Perkinsville","Steuben","12"
"13352","Hinckley","Oneida","10"
"12007","Alcove","Albany","10"
"13677","Pyrites","St. Lawrence","6"
"10020","New York City","New York","0"
"10103","New York City","New York","0"
"10110","New York City","New York","0"
"10111","New York City","New York","0"
"10112","New York City","New York","0"
"10115","New York City","New York","0"
"10119","New York City","New York","0"
"10152","New York City","New York","0"
"10153","New York City","New York","0"
"10154","New York City","New York","0"
"10165","New York City","New York","0"
"10167","New York City","New York","0"
"10168","New York City","New York","0"
"10169","New York City","New York","0"
"10170","New York City","New York","0"
"10171","New York City","New York","0"
"10172","New York City","New York","0"
"10910","Arden","Orange","0"
"10911","Bear Mountain","Rockland","0"
"11451","Jamaica","Queens","0"
"11556","Uniondale","Nassau","0"
"11351","Flushing","Queens","0"
"11359","Bayside","Queens","0"
"11371","Flushing","Queens","0"
"11425","Jamaica","Queens","0"
"10173","New York City","New York","0"
"10174","New York City","New York","0"
"10177","New York City","New York","0"
"10199","New York City","New York","0"
"10271","New York City","New York","0"
"10278","New York City","New York","0"
"10311","Staten Island","Richmond","0"
"13290","Syracuse","Onondaga","0"
"12862","Riparius","Warren","0"
"12911","Keeseville","Clinton","0"
"13826","Ouaquaga","Broome","0"
"14893","Wayne","Schuyler","0"
"12527","Glenham","Dutchess","0"
"12438","Halcottsville","Delaware","0"
"12024","Brainard","Rensselaer","0"
